data;estado;value;treated
2012-01-01;ceara;  653003;0
2012-01-01;df;  505769;0
2012-01-01;es;  874506;0
2012-01-01;goias;  855756;0
2012-01-01;maranhao;  331270;0
2012-01-01;mt;  534855;0
2012-01-01;ms;  483827;0
2012-01-01;mg; 2663415;0
2012-01-01;para;  574994;0
2012-01-01;pb;  272083;0
2012-01-01;parana; 1491988;0
2012-01-01;pe;  970523;0
2012-01-01;piaui;  195666;0
2012-01-01;rj; 2425515;0
2012-01-01;rn;  320476;0
2012-01-01;rs; 1852165;0
2012-01-01;rondonia;  237773;0
2012-01-01;rr;   41191;0
2012-01-01;sc; 1133414;0
2012-01-01;sp; 8617949;0
2012-01-01;sergipe;  196361;0
2012-01-01;tocantins;  128652;0
2012-02-01;acre;   44902;0
2012-02-01;alagoas;  197379;0
2012-02-01;amapa;   48789;0
2012-02-01;amazonas;  482678;0
2012-02-01;bahia; 1137745;0
2012-02-01;ceara;  573046;0
2012-02-01;df;  403611;0
2012-02-01;es;  691718;0
2012-02-01;goias;  686966;0
2012-02-01;maranhao;  290084;0
2012-02-01;mt;  453647;0
2012-02-01;ms;  412794;0
2012-02-01;mg; 2286808;0
2012-02-01;para;  485217;0
2012-02-01;pb;  254632;0
2012-02-01;parana; 1244345;0
2012-02-01;pe;  797335;0
2012-02-01;piaui;  191856;0
2012-02-01;rj; 2019639;0
2012-02-01;rn;  266746;0
2012-02-01;rs; 1409620;0
2012-02-01;rondonia;  212118;0
2012-02-01;rr;   36157;0
2012-02-01;sc;  924784;0
2012-02-01;sp; 7994589;0
2012-02-01;sergipe;  168541;0
2012-02-01;tocantins;  104188;0
2012-03-01;acre;   64228;0
2012-03-01;alagoas;  205942;0
2012-03-01;amapa;   50933;0
2012-03-01;amazonas;  457490;0
2012-03-01;bahia; 1102312;0
2012-03-01;ceara;  589179;0
2012-03-01;df;  449845;0
2012-03-01;es;  750309;0
2012-03-01;goias;  745102;0
2012-03-01;maranhao;  309324;0
2012-03-01;mt;  521296;0
2012-03-01;ms;  452090;0
2012-03-01;mg; 2519050;0
2012-03-01;para;  533668;0
2012-03-01;pb;  254442;0
2012-03-01;parana; 1434815;0
2012-03-01;pe;  824672;0
2012-03-01;piaui;  176929;0
2012-03-01;rj; 2157601;0
2012-03-01;rn;  298287;0
2012-03-01;rs; 1765030;0
2012-03-01;rondonia;  193556;0
2012-03-01;rr;   34994;0
2012-03-01;sc; 1037523;0
2012-03-01;sp; 8833473;0
2012-03-01;sergipe;  171620;0
2012-03-01;tocantins;  112272;0
2012-04-01;acre;   73270;0
2012-04-01;alagoas;  196604;0
2012-04-01;amapa;   51794;0
2012-04-01;amazonas;  533646;0
2012-04-01;bahia; 1255068;0
2012-04-01;ceara;  597947;0
2012-04-01;df;  478023;0
2012-04-01;es;  721844;0
2012-04-01;goias;  788635;0
2012-04-01;maranhao;  289695;0
2012-04-01;mt;  563834;0
2012-04-01;ms;  502738;0
2012-04-01;mg; 2673853;0
2012-04-01;para;  557469;0
2012-04-01;pb;  252115;0
2012-04-01;parana; 1428905;0
2012-04-01;pe;  855314;0
2012-04-01;piaui;  182741;0
2012-04-01;rj; 2373355;0
2012-04-01;rn;  284438;0
2012-04-01;rs; 1786275;0
2012-04-01;rondonia;  189852;0
2012-04-01;rr;   39607;0
2012-04-01;sc; 1087371;0
2012-04-01;sp; 9188256;0
2012-04-01;sergipe;  233380;0
2012-04-01;tocantins;  117412;0
2012-05-01;acre;   68968;0
2012-05-01;alagoas;  187343;0
2012-05-01;amapa;   49187;0
2012-05-01;amazonas;  517471;0
2012-05-01;bahia; 1110674;0
2012-05-01;ceara;  584894;0
2012-05-01;df;  428317;0
2012-05-01;es;  698637;0
2012-05-01;goias; 1256468;0
2012-05-01;maranhao;  293428;0
2012-05-01;mt;  556662;0
2012-05-01;ms;  482548;0
2012-05-01;mg; 2525834;0
2012-05-01;para;  549004;0
2012-05-01;pb;  259076;0
2012-05-01;parana; 1477560;0
2012-05-01;pe;  813174;0
2012-05-01;piaui;  184765;0
2012-05-01;rj; 2260965;0
2012-05-01;rn;  285389;0
2012-05-01;rs; 1708771;0
2012-05-01;rondonia;  207807;0
2012-05-01;rr;   36112;0
2012-05-01;sc;  992127;0
2012-05-01;sp; 8820140;0
2012-05-01;sergipe;  176819;0
2012-05-01;tocantins;  115360;0
2012-06-01;acre;   68968;0
2012-06-01;alagoas;  198258;0
2012-06-01;amapa;   61317;0
2012-06-01;amazonas;  592309;0
2012-06-01;bahia; 1200870;0
2012-06-01;ceara;  629804;0
2012-06-01;df;  466159;0
2012-06-01;es;  782674;0
2012-06-01;goias;  841366;0
2012-06-01;maranhao;  309806;0
2012-06-01;mt;  548347;0
2012-06-01;ms;  507058;0
2012-06-01;mg; 2677056;0
2012-06-01;para;  554218;0
2012-06-01;pb;  265979;0
2012-06-01;parana; 1423047;0
2012-06-01;pe;  871307;0
2012-06-01;piaui;  190834;0
2012-06-01;rj; 2266558;0
2012-06-01;rn;  305933;0
2012-06-01;rs; 1685412;0
2012-06-01;rondonia;  208664;0
2012-06-01;rr;   38952;0
2012-06-01;sc; 1025075;0
2012-06-01;sp; 8888215;0
2012-06-01;sergipe;  191107;0
2012-06-01;tocantins;  126365;0
2012-07-01;acre;   68968;0
2012-07-01;alagoas;  195040;0
2012-07-01;amapa;   64170;0
2012-07-01;amazonas;  549554;0
2012-07-01;bahia; 1136150;0
2012-07-01;ceara;  619269;0
2012-07-01;df;  455943;0
2012-07-01;es;  753393;0
2012-07-01;goias;  935919;0
2012-07-01;maranhao;  324834;0
2012-07-01;mt;  550729;0
2012-07-01;ms;  485686;0
2012-07-01;mg; 2678343;0
2012-07-01;para;  583721;0
2012-07-01;pb;  268875;0
2012-07-01;parana; 1584488;0
2012-07-01;pe;  848419;0
2012-07-01;piaui;  199140;0
2012-07-01;rj; 2306525;0
2012-07-01;rn;  292245;0
2012-07-01;rs; 1786297;0
2012-07-01;rondonia;  215768;0
2012-07-01;rr;   36642;0
2012-07-01;sc;  961342;0
